ts,event_slug,check,strong_slug,weak_slug,bid_strong,ask_weak,gross_gap,net_gap,exec_size,verified_gross_gap,still_violated,accepting_both
2026-07-18T04:16:37+00:00,mlb-sf-sea-2026-07-17,spread_implies_ml,mlb-sf-sea-2026-07-17-spread-home-1pt5,mlb-sf-sea-2026-07-17,0.01,0.007,0.003,0.0013,35.5,0.003,True,True
2026-07-18T04:17:04+00:00,mlb-sf-sea-2026-07-17,spread_implies_ml,mlb-sf-sea-2026-07-17-spread-home-1pt5,mlb-sf-sea-2026-07-17,0.01,0.007,0.003,0.0013,15.0,0.003,True,True
2026-07-18T04:17:29+00:00,mlb-sf-sea-2026-07-17,spread_implies_ml,mlb-sf-sea-2026-07-17-spread-home-1pt5,mlb-sf-sea-2026-07-17,0.01,0.007,0.003,0.0013,15.0,0.003,True,True
2026-07-18T04:17:55+00:00,mlb-sf-sea-2026-07-17,spread_implies_ml,mlb-sf-sea-2026-07-17-spread-home-1pt5,mlb-sf-sea-2026-07-17,0.01,0.007,0.003,0.0013,15.0,0.003,True,True
2026-07-18T04:18:20+00:00,mlb-sf-sea-2026-07-17,spread_implies_ml,mlb-sf-sea-2026-07-17-spread-home-1pt5,mlb-sf-sea-2026-07-17,0.01,0.007,0.003,0.0013,15.0,0.003,True,True
2026-07-18T04:18:46+00:00,mlb-sf-sea-2026-07-17,spread_implies_ml,mlb-sf-sea-2026-07-17-spread-home-1pt5,mlb-sf-sea-2026-07-17,0.01,0.007,0.003,0.0013,15.0,0.003,True,True
2026-07-18T04:19:11+00:00,mlb-sf-sea-2026-07-17,spread_implies_ml,mlb-sf-sea-2026-07-17-spread-home-1pt5,mlb-sf-sea-2026-07-17,0.01,0.007,0.003,0.0013,15.0,-0.006,False,True
2026-07-18T05:59:47+00:00,wnba-nyl-dal-2026-07-16,spread_implies_ml,wnba-nyl-dal-2026-07-16-spread-home-1pt5,wnba-nyl-dal-2026-07-16,0.51,0.49,0.02,0.005,10.7,0.02,True,True
2026-07-18T08:13:18+00:00,wnba-wsh-gsv-2026-07-18,over_ladder,wnba-wsh-gsv-2026-07-18-total-149pt5,wnba-wsh-gsv-2026-07-18-total-147pt5,0.55,0.54,0.01,-0.005,39.4,,,
2026-07-18T08:20:25+00:00,wnba-wsh-gsv-2026-07-18,over_ladder,wnba-wsh-gsv-2026-07-18-total-149pt5,wnba-wsh-gsv-2026-07-18-total-148pt5,0.55,0.49,0.06,0.045,231.9,0.06,True,True
2026-07-18T16:19:18+00:00,wta-zakharo-vandewi-2026-07-18,over_ladder,wta-zakharo-vandewi-2026-07-18-match-total-23pt5,wta-zakharo-vandewi-2026-07-18-match-total-22pt5,0.49,0.47,0.02,0.005,8820.8,-0.15,False,True
2026-07-18T20:50:00+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.02,0.018,0.002,-0.0017,25.0,,,
2026-07-18T20:51:42+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.009,0.001,-0.0009,74.3,,,
2026-07-18T20:52:03+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.009,0.001,-0.0009,74.3,,,
2026-07-18T20:52:23+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.009,0.001,-0.0009,74.3,,,
2026-07-18T20:52:44+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.009,0.001,-0.0009,74.3,,,
2026-07-18T20:53:04+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.009,0.001,-0.0009,74.3,,,
2026-07-18T20:53:24+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.009,0.001,-0.0009,74.3,,,
2026-07-18T20:53:45+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.009,0.001,-0.0009,74.3,,,
2026-07-18T20:54:05+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.009,0.001,-0.0009,74.3,,,
2026-07-18T20:54:26+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.009,0.001,-0.0009,26.8,,,
2026-07-18T20:54:46+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.007,0.003,0.0013,0.8,0.003,True,True
2026-07-18T20:55:13+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.006,0.004,0.0024,0.8,0.004,True,True
2026-07-18T20:55:38+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.006,0.004,0.0024,0.8,0.004,True,True
2026-07-18T20:56:04+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.004,0.006,0.0046,0.8,0.006,True,True
2026-07-18T20:56:30+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.004,0.006,0.0046,0.8,0.006,True,True
2026-07-18T20:56:55+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.004,0.006,0.0046,0.8,0.006,True,True
2026-07-18T20:57:21+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.004,0.006,0.0046,0.8,0.006,True,True
2026-07-18T20:57:46+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.004,0.006,0.0046,0.8,0.006,True,True
2026-07-18T20:58:12+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.004,0.006,0.0046,0.8,0.006,True,True
2026-07-18T20:58:37+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.004,0.006,0.0046,0.8,0.006,True,True
2026-07-18T20:59:03+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.004,0.006,0.0046,0.8,0.006,True,True
2026-07-18T20:59:29+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.004,0.006,0.0046,0.8,0.006,True,True
2026-07-18T20:59:54+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.004,0.006,0.0046,0.8,0.002,True,True
2026-07-18T21:00:20+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:00:45+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:01:11+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:01:36+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:02:02+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:02:28+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:02:53+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:03:19+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:03:44+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:04:10+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:04:35+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:05:01+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:05:28+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:05:53+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:06:19+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:06:44+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:07:10+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:07:35+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:08:01+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:08:27+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:08:52+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:09:18+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:09:43+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:10:09+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:10:35+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:11:00+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:11:26+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:11:51+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:12:17+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:12:42+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:13:08+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:13:34+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:13:59+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:14:25+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:14:51+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:15:16+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:15:43+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.008,0.002,0.0002,0.8,0.002,True,True
2026-07-18T21:16:08+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.007,0.003,0.0013,0.8,0.003,True,True
2026-07-18T21:16:34+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.007,0.003,0.0013,0.8,0.003,True,True
2026-07-18T21:16:59+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.007,0.003,0.0013,0.8,0.003,True,True
2026-07-18T21:17:25+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.007,0.003,0.0013,0.8,0.003,True,True
2026-07-18T21:17:50+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.007,0.003,0.0013,0.8,0.003,True,True
2026-07-18T21:18:16+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.007,0.003,0.0013,0.8,0.003,True,True
2026-07-18T21:18:42+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.007,0.003,0.0013,0.8,0.003,True,True
2026-07-18T21:19:07+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.007,0.003,0.0013,0.8,0.003,True,True
2026-07-18T21:19:33+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.007,0.003,0.0013,0.8,0.003,True,True
2026-07-18T21:19:58+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.007,0.003,0.0013,0.8,0.003,True,True
2026-07-18T21:20:24+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.007,0.003,0.0013,0.8,0.003,True,True
2026-07-18T21:20:50+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.005,0.005,0.0035,0.8,0.005,True,True
2026-07-18T21:21:15+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.005,0.005,0.0035,0.8,0.005,True,True
2026-07-18T21:21:41+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.005,0.005,0.0035,0.8,0.005,True,True
2026-07-18T21:22:06+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.005,0.005,0.0035,0.8,0.005,True,True
2026-07-18T21:22:32+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:22:57+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:23:23+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:23:49+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:24:14+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:24:40+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.002,0.008,0.0068,0.8,0.008,True,True
2026-07-18T21:25:05+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.002,0.008,0.0068,0.8,0.008,True,True
2026-07-18T21:25:31+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.002,0.008,0.0068,0.8,0.008,True,True
2026-07-18T21:25:58+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.002,0.008,0.0068,0.8,0.008,True,True
2026-07-18T21:26:23+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.002,0.008,0.0068,0.8,0.008,True,True
2026-07-18T21:26:49+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.002,0.008,0.0068,0.8,0.008,True,True
2026-07-18T21:27:14+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.002,0.008,0.0068,0.8,0.008,True,True
2026-07-18T21:27:40+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:28:06+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:28:31+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:28:57+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:29:22+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:29:48+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:30:14+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:30:40+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:31:05+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:31:31+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:31:56+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:32:22+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:32:47+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:33:13+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:33:39+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:34:04+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:34:30+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:34:55+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:35:21+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:35:46+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.003,0.007,0.0057,0.8,0.007,True,True
2026-07-18T21:36:13+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.001,0.009,0.0079,0.8,0.009,True,True
2026-07-18T21:36:39+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.001,0.009,0.0079,0.8,0.009,True,True
2026-07-18T21:37:04+00:00,mlb-cin-col-2026-07-18,spread_implies_ml,mlb-cin-col-2026-07-18-spread-away-1pt5,mlb-cin-col-2026-07-18,0.01,0.001,0.009,0.0079,0.8,0.009,True,True
2026-07-18T22:00:41+00:00,wnba-nyl-ind-2026-07-18,over_ladder,wnba-nyl-ind-2026-07-18-total-181pt5,wnba-nyl-ind-2026-07-18-total-179pt5,0.56,0.55,0.01,-0.005,255.7,,,
2026-07-18T22:01:01+00:00,wnba-nyl-ind-2026-07-18,over_ladder,wnba-nyl-ind-2026-07-18-total-181pt5,wnba-nyl-ind-2026-07-18-total-179pt5,0.56,0.55,0.01,-0.005,255.7,,,
